hall_T_per_V,hall_factor_rel_err,low_fit_H_max_mT,high_fit_H_min_mT,coil_slope_mT_per_A,coil_slope_err_mT_per_A,coil_intercept_mT,coil_intercept_err_mT,low_slope,low_slope_err,low_intercept_mT,low_intercept_err_mT,high_slope,high_slope_err,high_intercept_mT,high_intercept_err_mT,H_star_mT,H_star_fit_err_mT,H_star_window_err_mT,H_star_calibration_err_mT,H_star_total_err_mT,B_star_mT,Jc_A_per_m2,Jc_fit_err_A_per_m2,Jc_window_err_A_per_m2,Jc_calibration_err_A_per_m2,Jc_thickness_err_A_per_m2,Jc_total_err_A_per_m2,Jc_total_rel_err_percent,disk_thickness_m,disk_thickness_err_m,disk_points
20.45,0.0,0.25,1.5,4.162019106477253,0.001340889798716152,-0.008079726735113802,0.0011131263530074003,0.2878090120898622,0.031428917792713694,0.010829188525658338,0.004194483568294827,0.862559804704997,0.007667793008679542,-0.17277358260244124,0.032219736829881856,0.31944761710149366,0.05373024906338191,0.05890647014406292,0.00010291736775762381,0.07973031093148336,0.1027690916180998,508416673.206298,85514347.31995912,93752559.03522769,163798.0780863228,25420833.6603149,129415963.22327565,25.454704781242118,5e-07,2.5e-08,33
