criterion,tc_intercept_K,tc_intercept_err_K,magnet_shift_K,magnet_shift_err_K
midpoint,91.5843739286961,0.19225004569359025,2.0403482234264203,0.15567930692665433
max_dRdT,91.00332896696686,0.18170118966036627,15.67448916241517,6.409171574416237
